Дата,Текст
2025-01-20 11:06:37,"📊**Прибыль компаний США за IV квартал может превзойти прогнозы сильнее, чем в Европе - JPMorgan**

Американские компании покажут лучший рост прибыли за четвертый квартал по сравнению с рыночными прогнозами, чем их европейские коллеги, что окажет дополнительное давление на фондовые индексы Европы, полагает стратег JPMorgan Chase & Co. Мислав Матейка.

Такая ситуация во-многом станет следствием завышенных ожиданий от текущего сезона финансовой отчетности в Европе: эксперты в среднем ждут роста прибыли компаний из циклических секторов экономики на 5%, представителей так называемых защитных секторов - на 9%. Тем временем средний прогноз роста прибыли компаний, входящих в расчет индекса S&P 500, составляет всего 3% в годовом выражении.

Это увеличивает риски для европейских фондовых рынков, считает Матейка.
В прошлом году Stoxx Europe 600 отстал от S&P 500 более чем на 17 процентных пунктов (без учета колебаний валютных курсов), что стало вторым худшим показателем с момента создания сводного европейского индикатора в 1998 году.

Сезон корпоративной отчетности за четвертый квартал стартовал на прошлой неделе. Акции ведущих американских банков, включая JPMorgan, Goldman Sachs Group и Wells Fargo, выросли после сильных отчетов, тогда как капитализация фармкомпании Eli Lilly упала из-за слабого прогноза выручки.

В Европе негативную динамику после публикации финпоказателей продемонстрировали компании BP Plc и Taylor Wimpey Plc, в то время как акции швейцарского производителя товаров класса ""люкс"" Richemont SA обновили исторический максимум благодаря сильным квартальным продажам.

@ifax_go"
2025-01-20 10:59:39,"🔮**Дайджест инвестпрогнозов:**

🔹 ""БКС Мир инвестиций"" сохраняет позитивную оценку перспектив котировок акций Сбербанка.

🔹 Возможно снижение цены нефти марки Brent в район $77,5-78 за баррель, говорится в материале аналитика на портале БКС Экспресс.

🔹 ""БКС Мир инвестиций"" сохраняет нейтральную оценку привилегированных акций ""Транснефти"". 

🔹 Промсвязьбанк по-прежнему консервативно смотрит на сектор недвижимости на российском рынке акций в период жесткой денежно-кредитной политики (ДКП), в ближайшее время котировки бумаг застройщиков могут начать корректироваться вниз. 

🔹 Долгосрочная позитивная оценка рынка госбумаг в целом по-прежнему сохраняется, считает аналитик Промсвязьбанка. 

🔹 ""БКС Мир инвестиций"" ухудшил взгляд на акции ""АЛРОСА"" с ""нейтрального"" до ""негативного"". Прогнозная стоимость этих бумаг была снижена с 60 рублей до 53 рублей за штуку. Аналитики продолжают с осторожностью смотреть на рынок алмазов в свете слабого мирового спроса.

🔹 Пара юань/рубль, возможно, будет торговаться в боковике в диапазоне 13,5-14 руб. за юань в отсутствие важных новостей, считают аналитики инвестиционной компании ""Алор Брокер"".

🔹 ""Газпромбанк Инвестиции"" открыл торговую идею ""покупать акции ""Яндекса"" с целью 5300 рублей за штуку"" с горизонтом инвестирования на март 2026 года. Цена входа: текущая рыночная, потенциальная доходность: 30%. 

🔹 ""Т-Инвестиции"" сохраняют рекомендацию ""покупать"" для акций Сбербанка с целевой ценой 331 рубль. 

🔹 ""Финам"" понизил рейтинг акций Whoosh с ""покупать"" до ""держать"", сохраняя целевую цену на уровне 190 рублей за бумагу. 

🔹 ""Т-Инвестиции"" сохраняют сохраняют нейтральную оценку акций ""НоваБев Групп"" на фоне слабой операционной отчетности эмитента за 4К24 и весь 2024-й год. 

🔹 ""Финам"" подтверждает рейтинг акций Tencent на уровне ""покупать"" и целевую цену HKD393,26 за штуку, что соответствует потенциалу роста 2,8% с текущих уровней. 

🔹 ""Финам"" подтверждает рейтинг ""держать"" для акций Bank of America Corp. (BofA) с прогнозной стоимостью на уровне $45,35 за штуку.

🔹 ""Финам"" возобновил аналитическое освещение акций UnitedHealth Group. Прогнозная стоимость бумаг компании после рассмотрения ее отчетности за четвертый квартал и весь 2024 год, рассчитанная экспертами, составляет $561,1 за штуку, рекомендация - ""держать"".

#экспертыотмечают #прогноз
@ifax_go"
2025-01-20 08:27:40,"**Курс биткойна обновил рекорд, поднявшись выше $109 тысяч**

Курс биткойна обновил рекорд в понедельник, поднявшись выше отметки $109 тыс. перед инаугурацией избранного президента США Дональда Трампа.

В ходе предвыборной кампании политик публично высказывался в поддержку рынка криптовалют, и трейдеры ждут от него смягчения регулирования в этом секторе.

Стоимость биткойна в понедельник поднималась до $109,241 тыс., пишет Barron's. По данным CoinDesk на 11:00 мск, курс - $107,617 тыс.

В минувшие выходные Трамп и его жена Мелания запустили собственные криптовалюты на блокчейне Solana.

Сам политик представил свой мемкойн ""TRUMP"" в соцсети X, а также на собственной платформе The Truth Social в субботу. В какой-то момент капитализация этой криптовалюты поднималась до $15 млрд, однако упала ниже $8 млрд после запуска в воскресенье мемкойна ""MELANIA"", который отвлек на себя часть средств криптоинвесторов.

@ifax_go"
2025-01-20 07:12:49,"🇷🇺**Рынок акций РФ открылся ростом индексов РТС и МосБиржи на 1-1,2%**

Рынок акций РФ на старте торгов в понедельник продолжил восходящий импульс минувшей пятницы, подогретый улучшением внешней фондовой конъюнктуры, надеждами на сохранение паузы в ужесточении монетарной политики ЦБ РФ и на прогресс в попытках урегулирования украинского кризиса; сдерживающим фактором выступает проседающая нефть. Индексы РТС и МосБиржи за минуту торгов прибавили 1-1,2%, лидируют в росте акции ГК ""Самолет"" (+7,2%), ПАО ""Группа компаний ПИК"" (+5,9%).

К 10:01 МСК индекс МосБиржи составил 2980,97 пункта (+1,2%), индекс РТС - 915,19 пункта (+1%); цены большинства ""голубых фишек"" на Мосбирже выросли в пределах 2,3%.

Официальный курс доллара США, установленный ЦБ РФ с 18 января, составляет 102,4137 руб. (+3,75 копейки).

@ifax_go"
2025-01-20 07:08:04,"**Рубль утром чуть дорожает в паре с юанем в ожидании новых драйверов к движению**

По итогам первой минуты торгов курс юаня составил 13,869 руб. (-0,1 коп. к уровню предыдущего закрытия). Китайская валюта при этом оказалась на 6,48 коп. ниже уровня действующего официального курса.

@ifax_go"
2025-01-20 05:55:11,"🛢**Brent подешевела до $80,64 за баррель**

Цены на нефть слабо опускаются на торгах в понедельник, трейдеры занимают осторожную позицию перед инаугурацией избранного президента США Дональда Трампа.

Как сообщает агентство Bloomberg со ссылкой на информированные источники, Трамп сразу после инаугурации намерен применить чрезвычайные полномочия в энергетическом секторе, чтобы реализовать свой план стимулирования производства энергоресурсов внутри страны.

Стоимость мартовских фьючерсов на сорт Brent на лондонской бирже ICE Futures по данным на 8:20 мск составляет $80,64 за баррель, что на $0,15 (0,19%) ниже, чем на закрытие предыдущих торгов. 

Фьючерсы на нефть WTI на март на электронных торгах Нью-Йоркской товарной биржи снизились в цене к этому времени на $0,05 (0,06%), до $77,34 за баррель. 

@ifax_go"
2025-01-20 05:44:11,"🇺🇸**Индексы США уверенно выросли в пятницу, Nasdaq прибавил 1,5%**

Американские фондовые индексы уверенно выросли по итогам торгов в пятницу, инвесторы оценивали статданные и новости эмитентов.

Число домов, строительство которых было начато в США в декабре, увеличилось на 15,8% относительно предыдущего месяца и составило 1,499 млн в пересчете на годовые темпы, что является максимумом с февраля 2024 года, сообщило министерство торговли страны.

Согласно пересмотренным данным, в ноябре количество новостроек составляло 1,294 млн домов, а не 1,289 млн, как сообщалось ранее.

Акции нефтесервисной SLB (ранее известной как Schlumberger) подорожали на 6,1% по итогам торгов. Компания в IV квартале 2024 года получила выручку и скорректированную прибыль лучше прогноза рынка, а также повысила дивиденды.

🔺Dow Jones повысился на 0,78% - до 43487,83 пункта.

🔺S&P 500 увеличился на 1% - до 5996,66 пункта.

🔺Nasdaq прибавил 1,51% и составил 19630,2 пункта.

@ifax_go"
2025-01-17 17:23:41,"**Краткий обзор экономической повестки дня:**

🔹 Сбербанк в 2024 году увеличил чистую прибыль по РСБУ без учета событий после отчетной даты (СПОД) на 4,6% - до рекордных 1 трлн 562,4 млрд руб.

🔹 Сбербанк в декабре впервые с 2022 года показал снижение кредитного портфеля в условиях высокой ставки ЦБ и жесткого регулирования.

🔹 Акционеры ПАО ""ТГК-2"" на годовом собрании 16 января приняли решение не выплачивать дивиденды по итогам 2023 года.

🔹 Международный валютный фонд незначительно повысил прогноз роста российской экономики в 2025 году - до 1,4% с 1,3%, а также оценку за 2024 г. - с 3,6% до 3,8%. 

🔹 Федеральный бюджет РФ по итогам 2024 года исполнен с дефицитом в ранее запланированном размере 1,7% ВВП, сообщил министр финансов РФ Антон Силуанов.

🔹 ХКФ банк (работает под брендом Хоум банк) не будет выделять специальную компанию с названием, сходным с наименованием структуры для заблокированных активов одного из своих владельцев - Совкомбанка.

🔹 Темпы роста корпоративного кредитования в декабре продолжили замедляться, одним из факторов стал более выраженный сезонный рост госрасходов, часть которых использовалась компаниями-бюджетополучателями для погашения долга, сообщил ЦБ РФ.

#итогидня
@ifax_go"
2025-01-17 16:01:11,"🇷🇺**Рынок акций РФ в пятницу поднялся в район 2950п по индексу МосБиржи **

Рынок акций РФ в пятницу вырос на фоне дорогой нефти, надежд на сохранение паузы в монетарной политике ЦБ РФ и на прогресс в урегулировании украинского кризиса. Индекс МосБиржи поднялся в район 2950 пунктов, в лидерах роста выступили акции ПАО ""Группа компаний ПИК"" (+12,8%) и ГК ""Самолет"" (+12,6%).

По итогам торгов индекс МосБиржи составил 2945,52 пункта (+1,2%) - максимум на закрытие торгов с конца июля 2024 года, индекс РТС - 906,03 пункта (+1,1%); цены большинства ""голубых фишек"" на Мосбирже выросли в пределах 4,3%.

За неделю индексы РТС и МосБиржи выросли на 3,8-4,3%, курс доллара от ЦБ РФ вырос на 0,5 рубля.

@ifax_go"
2025-01-17 15:53:45,"**ЦБ РФ: в декабре продолжилось охлаждение рынка банковского кредитования**

Темпы роста корпоративного кредитования в декабре продолжили замедляться, одним из факторов стал более выраженный сезонный рост госрасходов, часть которых использовалась компаниями-бюджетополучателями для погашения долга, говорится в комментарии ЦБ по денежно-кредитным условиям.

По оперативным данным, в декабре продолжилось и охлаждение рынка розничного кредитования, в основном за счет сокращения части кредитного портфеля срочностью свыше 1 года.

@ifax_go"
2025-01-17 15:46:13,"🛢**Brent подешевела до $80,77 за баррель**

Цены на нефть эталонных марок перешли к снижению вечером в пятницу.

Мартовские фьючерсы на сорт Brent на лондонской бирже ICE Futures к 18:20 мск подешевели на $0,52 (0,64%) - до $80,77 за баррель.

Котировки февральских фьючерсов на WTI на торгах Нью-Йоркской товарной биржи к указанному времени понизились на $0,47 (0,6%) - до $78,21 за баррель.

@ifax_go"
2025-01-17 14:53:50,"🇺🇸**Индексы США растут на 0,8-1,3% в начале торгов**

Американские фондовые индексы уверенно растут в начале торгов в пятницу, инвесторы оценивают статданные и новости эмитентов.

Объем промышленного производства в Штатах в декабре увеличился на 0,9% по сравнению с предыдущим месяцем, сообщила Федеральная резервная система. Эксперты в среднем прогнозировали повышение лишь на 0,3%.

Согласно пересмотренным данным, в ноябре промпроизводство в США выросло на 0,2%. Ранее сообщалось о его снижении на 0,1%.

Акции нефтесервисной SLB (ранее известной как Schlumberger) дорожают на 3,7% в начале торгов. Компания в четвертом квартале 2024 года получила выручку и скорректированную прибыль лучше прогноза рынка, а также повысила дивиденды.

🔺Dow Jones к 17:42 мск повысился на 0,76% и составил 43479,66 пункта.

🔺S&P 500 увеличился на 0,85% - до 5987,69 пункта.

🔺Nasdaq прибавил 1,33% и составил 19595,46 пункта.

@ifax_go"
2025-01-17 14:46:13,"**Официальные курсы ЦБ РФ с 18 января - 102,4137 руб./$1 и 104,8609 руб.****/EUR1**

💵Официальный курс доллара США по отношению к рублю, объявленный Банком России с 18 января, составляет 102,4137 руб./$1, сообщает пресс-служба Банка России. Таким образом, стоимость рубля, выраженная в долларах, по сравнению с предыдущим днем снизилась на 0,04%.

💶Официальный курс евро по отношению к рублю, объявленный Банком России с 18 января, составляет 104,8609 руб./EUR1. Таким образом, стоимость рубля, выраженная в евро, по сравнению с предыдущим днем выросла на 0,90%.

@ifax_go"
2025-01-17 14:11:42,"🔺**МВФ повысил прогноз роста ВВП РФ в 2025 году на 0,1 п.п.**

Международный валютный фонд незначительно повысил прогноз роста российской экономики в 2025 году - до 1,4% с 1,3%, а также оценку за 2024 г - с 3,6% до 3,8%. Такие цифры содержатся в январском обзоре мировой экономики (WEO Update: Global Growth: Divergent and Uncertain), опубликованном фондом в пятницу.

Оценка роста мировой экономики на текущий год также увеличена на 0,1 п.п. - до 3,3% с 3,2% (против тех же 3,2% за 2024 г и 3,3% за 2023 г). 

Несмотря на небольшое повышение, новая оценка МВФ по ВВП РФ на 2025 год все еще существенно ниже базового прогноза Минэкономразвития, предусматривающего рост на 2,5%, и оценок, которые озвучивал вице-премьер Александр Новак в конце декабря (+2,0-2,5%). При этом она попадает в интервал действующего прогноза ЦБ РФ (0,5-1,5%). 

@ifax_go"
2025-01-17 12:41:30,"**Акционеры ТГК-2 решили не выплачивать дивиденды за 2023 год**

Акционеры ПАО ""ТГК-2"" на годовом собрании 16 января приняли решение не выплачивать дивиденды по итогам 2023 года, говорится в материалах компании.

По итогам 2022 года общество также не начисляло дивиденды.

Чистый убыток компании по РСБУ за 2023 год составил 10 млрд 732,8 млн рублей против 85,5 млн чистой прибыли годом ранее.

@ifax_go"
2025-01-17 12:00:46,"📈**Рынок акций РФ днем продолжает рост, индекс МосБиржи превысил 2930п** 

Рынок акций РФ днем в пятницу продолжил подъем после локальной утренней коррекции, поддержку оказывает высокая нефть, надежды на сохранение паузы в монетарной политике ЦБ РФ и на прогресс в урегулировании украинского кризиса. Индекс МосБиржи превысил 2930 пунктов, в лидерах роста выступают акции ПАО ""Группа компаний ПИК"" (+7,3%) и ГК ""Самолет"" (+7,3%).

К 14:05 МСК индекс МосБиржи составил 2930,21 пункта (+0,7%, минимум сессии - 2893,16 пункта), индекс РТС - 901,65 пункта (+0,7%); цены большинства ""голубых фишек"" на Мосбирже выросли в пределах 3,1%.

Подорожали также акции МКПАО ""ВК"" (+3,1%), ""Норникеля"" (+3,1%), ""НЛМК"" (+2,3%), ОК ""Русал"" (+2,1%), ВТБ (+2%), ""РусГидро"" (+1,8%), ""Газпрома"" (+1%), ""ЛУКОЙЛа"" (+0,8%), ""Газпром нефти"" (+0,6%), ""НОВАТЭКа"" (+0,6%).

Подешевели акции ""АЛРОСА"" (-0,8%), ""Татнефти"" (-0,5%), ""Интер РАО"" (-0,5%), ""Сургутнефтегаза"" (-0,3% и -0,7% ""префы""), ""Магнита"" (-0,3%).

@ifax_go"
2025-01-17 10:52:07,"🔮**Дайджест инвестпрогнозов:**

🔹 ""Финам"" открыл торговую идею ""покупать акции ""Северстали"" с целью 1450 рублей за штуку"" с горизонтом инвестирования 3-4 недели. Цена входа: текущая рыночная, потенциальная доходность: 13,17%, стоп-приказ: 1220 рублей. 

🔹 Акции Сбербанка по-прежнему интересны для покупки, прогнозная стоимость бумаги на горизонте года составляет 324 рубля за штуку, считает аналитик Промсвязьбанка.

🔹 ""Т-Инвестиции"" сохраняют рекомендацию ""покупать"" для акций Сбербанка с прогнозной стоимостью на уровне 331 рубля за штуку. 

🔹 Сочетание разнополярных факторов может локально поднять цены на платину до $1100-1150/унцию в текущем году, что предполагает потенциал роста около 17%, говорится в материале ведущего аналитика ""Финама"".

🔹 Самой интересной бумагой в секторе электроэнергетики остается ""Интер РАО"", говорится в материале аналитиков ""БКС Мир инвестиций"". 

🔹 Freedom Finance Global рекомендует покупать акции Henderson с целевой ценой 730 рублей за бумагу, что предполагает потенциал роста 13% от текущих уровней.

🔹 Нефть может подорожать в январе еще на 5-7%, полагает аналитик Freedom Finance Global.

🔹 ""КИТ Финанс Брокер"" открыл торговую идею: ""покупать обыкновенные акции ""Сургутнефтегаза"" с целью 30 рублей за штуку"". Цена входа: текущая рыночная, потенциальная доходность: 20% от текущих уровней. 

🔹 ЦБ РФ может снова сохранить ключевую ставку в феврале на уровне 21%, полагает аналитик Freedom Finance Global.

🔹 Рост индекса Мосбиржи к отметке 3000 пунктов, скорее всего, возобновится на следующей неделе, полагает аналитик Промсвязьбанка. 

🔹 ""Альфа-банк"" открыл торговую идею: покупать акции ""Диасофта"" с целевой ценой 4990 руб. за штуку и горизонтом инвестирования 2-4 недели. Цена входа: не выше 4420 руб., потенциальная доходность: до 12,9%, стоп-приказ: 4184,50 руб.

🔹 ""Финам"" присвоил рейтинг ""покупать"" акциям ПАО ""Корпоративный центр ИКС 5"" (X5) и целевую цену 3990 рублей за бумагу, что соответствует потенциалу роста на 36% с текущих уровней.

🔹 Потенциал роста акций ""Группы ЛСР"" при реализации ""бычьего"" сценария на рынке акций может составить около 33%, полагает аналитик инвесткомпании ""Велес Капитал"".

#экспертыотмечают #прогноз
@ifax_go"
2025-01-17 10:06:58,"🇪🇺**Инфляция в еврозоне в декабре ускорилась до 2,4% - максимума с июля**

Потребительские цены в еврозоне в декабре увеличились на 2,4% в годовом выражении, по окончательным данным статистического управления Европейского союза.

Таким образом, инфляция ускорилась по сравнению с ноябрьскими 2,2%, до максимума с июля.

Окончательные данные совпали как с предварительной оценкой, так и с ожиданиями аналитиков.

@ifax_go"
2025-01-17 07:19:00,"📉**Сбер в декабре показал снижение кредитования под давлением высокой ставки и жестких мер ЦБ**

Сбербанк в декабре впервые с 2022 года показал снижение кредитного портфеля в условиях высокой ставки ЦБ и жесткого регулирования.

__""В декабре под давлением жесткой денежно-кредитной политики Банка России и норм регулирования банковского сектора впервые с 2022 года произошло снижение розничного и корпоративного портфелей в реальном выражении на 0,1%. При этом сезонно усилился приток средств розничных клиентов, объем сбережений в декабре вырос на 2,5% - до 27,6 трлн рублей""__, - заявил глава банка Герман Греф, чьи слова приводятся в релизе с результатами отчетности по РСБУ за декабрь.

Розничный кредитный портфель банка в декабре снизился на 0,1%. В целом за прошлый год кредитный портфель физлиц вырос на 12,4% и превысил 17,5 трлн рублей. 

Портфель жилищных кредитов вырос на 0,2% за месяц и на 8,6% в целом за год, до 11 трлн рублей. 

Портфель потребительских кредитов снизился на 3,1% за месяц (+0,7% с начала года) - до 3,9 трлн рублей на конец года, оставаясь под давлением высоких процентных ставок и усиления регуляторных требований, сообщил банк. 

Корпоративный кредитный портфель снизился на 1,4% за месяц (-0,1% без учета валютной переоценки) и составил 27,8 трлн рублей. С начала года портфель вырос на 19% (+17,1% без учета валютной переоценки).

@ifax_go"
2025-01-17 07:13:32,"**🇷🇺Рынок акций РФ открылся снижением индексов МосБиржи и РТС, лидирует в откате ""Сургутнефтегаз"" **

Рынок акций РФ на старте торгов в пятницу снижается в рамках фиксации прибыли игроками, поддержку оказывает высокая нефть и надежды на прогресс в урегулировании украинского кризиса. Индексы МосБиржи и РТС за минуту торгов просели на 0,4%, причем первый откатился ниже рубежа 2900 пунктов во главе с бумагами ""Сургутнефтегаза"" (-1,3%).

К 10:01 МСК индекс МосБиржи составил 2899,09 пункта (-0,4%), индекс РТС - 890,85 пункта (-0,4%); цены большинства ""голубых фишек"" на Мосбирже снизились в пределах 1%.

Официальный курс доллара США, установленный ЦБ РФ с 17 января, составляет 102,3762 руб. (-43,16 копейки).

@ifax_go"
2025-01-17 07:07:47,"**Рубль утром слегка дешевеет в паре с юанем, несмотря на небольшое укрепление нефти**

По итогам первой минуты торгов курс юаня составил 13,924 руб. (+1,5 коп. к уровню предыдущего закрытия). Китайская валюта при этом оказалась на 0,97 коп. выше уровня действующего официального курса.

@ifax_go"
2025-01-17 06:58:43,"**Сбербанк в 2024 году получил 1,562 трлн рублей чистой прибыли по РСБУ против 1,493 трлн рублей в 2023 году**

В декабре банк получил 117,6 млрд рублей чистой прибыли по РСБУ против 115,6 млрд рублей годом ранее.

@ifax_go"
2025-01-17 06:03:01,"🛢**Brent подорожала до $81,76 за баррель**

Цены на нефть эталонных марок умеренно поднимаются утром в пятницу, восстанавливаясь после снижения по итогам предыдущей сессии.

Давление на котировки в четверг оказали сообщения о заключении сделки между Израилем и ХАМАС о прекращении огня в секторе Газа и освобождении заложников. 

Мартовские фьючерсы на сорт Brent на лондонской бирже ICE Futures к 8:11 мск подорожали на $0,47 (0,58%) - до $81,76 за баррель. 

Котировки февральских фьючерсов на WTI на электронных торгах Нью-Йоркской товарной биржи к указанному времени повысились на $0,65 (0,83%) - до $79,33 за баррель. 

@ifax_go"
2025-01-17 05:51:32,"🇺🇸**Фондовые индексы США завершили торги снижением**

Американские фондовые индексы завершили торги в четверг в минусе, трейдеры оценивали очередную порцию статданных по экономике США и корпоративной отчетности.

Статистика, обнародованная за последние два дня, показала замедление базовой инфляции в США, а также ослабление активности на рынке труда, несколько усилив оптимизм трейдеров в отношении перспектив смягчения денежно-кредитной политики Федеральной резервной системой (ФРС) в этом году.

Член совета управляющих ФРС Кристофер Уоллер заявил в интервью CNBC в четверг, что ожидает снижения базовой ставки Федрезервом в первом полугодии и не исключает, что это произойдет в марте. Уоллер также дал понять, что считает возможным три-четыре снижения ставки в 2025 году, если динамика инфляции будет благоприятствовать смягчению политики.

Ожидания инвесторов, что ФРС опустит ставку в марте, выросли на заявлениях Уоллера и статданных. Судя по котировкам фьючерсов на уровень ставки, вероятность ее снижения на мартовском заседании теперь оценивается рынком более чем в 30%.

🔻Индекс Dow Jones по данным на закрытие рынка в четверг опустился на 0,16% и составил 43153,13 пункта.

🔻Значение S&P 500 уменьшилось на 0,21% - до 5937,34 пункта.

🔻Nasdaq снизился на 0,89%, составив 19338,29 пункта.

@ifax_go"
2025-01-16 17:23:15,"**Краткий обзор экономической повестки дня:**

🔹 ООО ""Тами и Ко"", операционная компания группы ПАО ""Хэндерсон Фэшн Групп"" (ритейлер Henderson), по итогам 2024 года увеличило общую выручку на 24,2%, до 20,8 млрд рублей.

🔹 Представитель Генпрокуратуры РФ рамках судебного заседания об истребовании в пользу РФ акций ОАО ""Соликамский магниевый завод"" (СМЗ) заявил, что госкорпорация ""Росатом"" готова выплатить 405 млн рублей добросовестным миноритариям.

🔹 Президент РФ Владимир Путин поручил правительству и Банку России принять дополнительные меры по стимулированию российских акционерных обществ к размещению акций на внутреннем рынке, увязав возможность предоставления таким эмитентам господдержки с их выходом на рынок капитала.

🔹 Комитет Госдумы по защите конкуренции считает, что текущая версия законопроекта о введении универсального платежного QR-кода и передаче Национальной системе платежных карт (НСПК) исключительных прав на его использование может привести к монополии, закроет рынок для добросовестных участников, затруднит развитие платежных сервисов и программ лояльности.

🔹 Объем Фонда национального благосостояния (ФНБ) на 1 января 2025 года составил 11 трлн 879 млрд 972,7 млн рублей (эквивалент $116,837 млрд), или 6,2% ВВП, прогнозируемого на 2024 год, сообщил Минфин РФ.

🔹 Т-Банк завершил размещение допэмиссии акций в рамках присоединения Росбанка.

#итогидня
@ifax_go"
2025-01-16 17:04:32,"**Т-Банк разместил допэмиссию акций в рамках присоединения Росбанка**

Т-Банк завершил размещение допэмиссии акций в рамках присоединения Росбанка, говорится в сообщении кредитной организации.

Банк разместил 263 млн 778,468 тыс. обыкновенных акций номиналом 10 рублей (87,93% от зарегистрированного объема в 300 млн акций). Объем допвыпуска - 2,638 млрд рублей. В акции Т-Банка были конвертированы акции Росбанка.

__""Бумаги были размещены в пользу ""Т-Технологий"", то есть это внутригрупповая процедура"",__ - говорится в сообщении холдинга.

Уставный капитал Т-Банка составляет 6,772 млрд рублей, после допэмиссии он вырастет на 39% - до 9,41 млрд рублей.

Т-Банк присоединил Росбанк 1 января 2025 года. ""Т-Технологии"" (ранее - ""ТКС Холдинг""), владеющие Т-Банком, в середине августа 2024 года получили контроль над 99,4% акций Росбанка.

@ifax_go"
2025-01-16 16:35:31,"**Золото превысило $2750 впервые за месяц на статданных из США**

Цена золота повышается в ходе торгов в четверг и находится у максимума с середины декабря после выхода статданных по американской экономике.

Котировки фьючерсов с поставкой в феврале на бирже Comex выросли на 1,25% - до $2751,9 за унцию. За последние пять сессий драгметалл подорожал на 2,2%.

Как стало известно в четверг, розничные продажи в Штатах в декабре увеличились на 0,4% относительно предыдущего месяца, тогда как аналитики в среднем прогнозировали повышение на 0,6%. В ноябре показатель вырос на 0,8%.

Днем ранее были опубликованы данные об инфляции, указавшие на замедление роста потребительских цен в США (без учета стоимости продуктов питания и энергоносителей) в декабре до 3,2% в годовом выражении с ноябрьских 3,3%. Аналитики в среднем ожидали сохранения прежних темпов роста показателя.

@ifax_go"
2025-01-16 15:57:16,"🇷🇺**Рынок акций РФ превысил 2900п по индексу МосБиржи**

Рынок акций РФ в четверг вырос на ожиданиях сохранения паузы в ужесточении монетарной политики ЦБ РФ после выхода данных Росстата о замедлении инфляции в декабре, в то время как настроения на внешних площадках к вечеру ухудшились и просела нефть. Индекс МосБиржи превысил рубеж 2900 пунктов (максимум с августа 2024 года), лидировали в росте акции ПАО ""Группа компаний ПИК"" (+12%) и ГК ""Самолет"" (+9,2%).

По итогам торгов индекс МосБиржи составил 2911,29 пункта (+1,8%, максимум сессии - 2929,28 пункта), индекс РТС - 895,83 пункта (+2,9%); цены большинства ""голубых фишек"" на Мосбирже выросли в пределах 8,1%.

Официальный курс доллара США, установленный ЦБ РФ с 17 января, составил 102,3762 руб. (-43,16 копейки).

@ifax_go"
2025-01-16 15:49:00,"🛢**Brent подешевела до $81,2 за баррель**

Нефтяные котировки торгуются в минусе вечером в четверг, отступая с достигнутых накануне многомесячных максимумов. 

Всю эту неделю трейдеры пытаются оценить возможное влияние новых санкций против энергетического сектора России, объявленных в прошлую пятницу, на мировой рынок нефти.

Котировки мартовских фьючерсов на сорт Brent на лондонской бирже ICE Futures к 18:28 мск понизились на $0,83 (1,01%), до $81,2 за баррель.

Цена фьючерсов на нефть WTI на февраль на Нью-Йоркской товарной бирже уменьшилась к указанному времени на $1,06 (1,32%), до $78,98 за баррель.

@ifax_go"
